"","ESPECIALIDAD","PERIODO","REGIMEN","CODIGO.ENTIDAD","GENERO","CIUDAD.RESIDENCIA","conteo"
"301","Cirugia General","2022/05","CONTRIBUTIVO","CCF090","F","PUERTO BOYACA",2
"302","Cirugia General","2022/05","CONTRIBUTIVO","EPS017","F","PUERTO BOYACA",15
"303","Cirugia General","2022/05","CONTRIBUTIVO","EPS017","M","PUERTO BOYACA",12
"304","Cirugia General","2022/05","CONTRIBUTIVO","EPS037","F","PUERTO BOYACA",10
"305","Cirugia General","2022/05","CONTRIBUTIVO","EPS037","M","PUERTO BOYACA",12
"306","Cirugia General","2022/05","CONTRIBUTIVO","EPS037","M","PUERTO TRIUNFO (ANT)",1
"307","Cirugia General","2022/05","ESPECIAL","EMP014","F","PUERTO BOYACA",1
"308","Cirugia General","2022/05","ESPECIAL","RES004","F","PUERTO BOYACA",1
"309","Cirugia General","2022/05","SOAT Y ARL","AT1329","M","PUERTO BOYACA",2
"310","Cirugia General","2022/05","SUBSIDIADO","CCF090","F","PUERTO BOYACA",2
"311","Cirugia General","2022/05","SUBSIDIADO","EPS017","F","PUERTO BOYACA",30
"312","Cirugia General","2022/05","SUBSIDIADO","EPS017","F","PUERTO NARA (ANT)",3
"313","Cirugia General","2022/05","SUBSIDIADO","EPS017","M","PUERTO BOYACA",4
"314","Cirugia General","2022/05","SUBSIDIADO","EPS037","F","PUERTO BOYACA",80
"315","Cirugia General","2022/05","SUBSIDIADO","EPS037","F","PUERTO NARA (ANT)",1
"316","Cirugia General","2022/05","SUBSIDIADO","EPS037","F","PUERTO TRIUNFO (ANT)",1
"317","Cirugia General","2022/05","SUBSIDIADO","EPS037","M","ANTIOQUIA",1
"318","Cirugia General","2022/05","SUBSIDIADO","EPS037","M","PUERTO BOYACA",42
"319","Cirugia General","2022/05","SUBSIDIADO","EPS044","F","PUERTO BOYACA",3
"320","Cirugia General","2022/05","SUBSIDIADO","EPS044","M","PUERTO BOYACA",1
"321","Cirugia General","2022/05","SUBSIDIADO","EPSS40","F","PUERTO TRIUNFO (ANT)",1
"322","Cirugia General","2022/05","SUBSIDIADO","ESS091","F","ANTIOQUIA",4
"323","Cirugia General","2022/05","SUBSIDIADO","ESS091","F","PUERTO BOYACA",41
"324","Cirugia General","2022/05","SUBSIDIADO","ESS091","F","PUERTO NARA (ANT)",1
"325","Cirugia General","2022/05","SUBSIDIADO","ESS091","M","CIMITARRA (SANTANDER)",1
"326","Cirugia General","2022/05","SUBSIDIADO","ESS091","M","PUERTO BOYACA",11
"327","Cirugia General","2022/05","SUBSIDIADO","ESS233","F","PUERTO BOYACA",3
"328","Cirugia General","2022/05","SUBSIDIADO","ESS233","M","PUERTO TRIUNFO (ANT)",1
"329","Cirugia General","2022/05","VICUNLADO","15000","F","PUERTO BOYACA",1
"330","Cirugia General","2022/06","Contributivo","EMP014","F","PUERTO BOYACA",1
"331","Cirugia General","2022/06","CONTRIBUTIVO","EPS002","F","PUERTO BOYACA",1
"332","Cirugia General","2022/06","CONTRIBUTIVO","EPS017","F","PUERTO BOYACA",7
"333","Cirugia General","2022/06","CONTRIBUTIVO","EPS017","M","ANTIOQUIA",1
"334","Cirugia General","2022/06","CONTRIBUTIVO","EPS017","M","PUERTO BOYACA",3
"335","Cirugia General","2022/06","CONTRIBUTIVO","EPS037","F","ANTIOQUIA",1
"336","Cirugia General","2022/06","CONTRIBUTIVO","EPS037","F","PUERTO BOYACA",15
"337","Cirugia General","2022/06","CONTRIBUTIVO","EPS037","F","PUERTO TRIUNFO (ANT)",1
"338","Cirugia General","2022/06","CONTRIBUTIVO","EPS037","M","PUERTO BOYACA",7
"339","Cirugia General","2022/06","CONTRIBUTIVO","EPS044","F","PUERTO BOYACA",2
"340","Cirugia General","2022/06","CONTRIBUTIVO","EPS044","M","PUERTO BOYACA",1
"341","Cirugia General","2022/06","CONTRIBUTIVO","ESS091","M","PUERTO BOYACA",2
"342","Cirugia General","2022/06","ESPECIAL","EMP014","F","ANTIOQUIA",1
"343","Cirugia General","2022/06","ESPECIAL","RES001","F","PUERTO BOYACA",1
"344","Cirugia General","2022/06","ESPECIAL","RES003","F","PUERTO BOYACA",1
"345","Cirugia General","2022/06","SOAT Y ARL","AT1306","F","ANTIOQUIA",1
"346","Cirugia General","2022/06","SOAT Y ARL","AT1306","F","PUERTO BOYACA",1
"347","Cirugia General","2022/06","SUBSIDIADO","CCF090","F","PUERTO BOYACA",3
"348","Cirugia General","2022/06","SUBSIDIADO","EPS002","F","ANTIOQUIA",1
"349","Cirugia General","2022/06","SUBSIDIADO","EPS003","M","PUERTO BOYACA",1
"350","Cirugia General","2022/06","SUBSIDIADO","EPS010","M","PUERTO BOYACA",1
"351","Cirugia General","2022/06","SUBSIDIADO","EPS017","F","PUERTO BOYACA",12
"352","Cirugia General","2022/06","SUBSIDIADO","EPS017","F","PUERTO NARA (ANT)",1
"353","Cirugia General","2022/06","SUBSIDIADO","EPS017","F","PUERTO TRIUNFO (ANT)",1
"354","Cirugia General","2022/06","SUBSIDIADO","EPS017","M","PUERTO BOYACA",9
"355","Cirugia General","2022/06","SUBSIDIADO","EPS037","F","PUERTO BOYACA",52
"356","Cirugia General","2022/06","SUBSIDIADO","EPS037","F","PUERTO TRIUNFO (ANT)",4
"357","Cirugia General","2022/06","SUBSIDIADO","EPS037","M","ANTIOQUIA",2
"358","Cirugia General","2022/06","SUBSIDIADO","EPS037","M","PUERTO BOYACA",23
"359","Cirugia General","2022/06","SUBSIDIADO","EPS044","F","PUERTO BOYACA",2
"360","Cirugia General","2022/06","SUBSIDIADO","EPS044","M","PUERTO BOYACA",1
"361","Cirugia General","2022/06","SUBSIDIADO","ESS053","F","PUERTO BOYACA",1
"362","Cirugia General","2022/06","SUBSIDIADO","ESS091","F","ANTIOQUIA",2
"363","Cirugia General","2022/06","SUBSIDIADO","ESS091","F","PUERTO BOYACA",30
"364","Cirugia General","2022/06","SUBSIDIADO","ESS091","F","PUERTO NARA (ANT)",1
"365","Cirugia General","2022/06","SUBSIDIADO","ESS091","F","PUERTO TRIUNFO (ANT)",2
"366","Cirugia General","2022/06","SUBSIDIADO","ESS091","M","ANTIOQUIA",2
"367","Cirugia General","2022/06","SUBSIDIADO","ESS091","M","PUERTO BOYACA",10
"368","Cirugia General","2022/06","SUBSIDIADO","ESS233","F","PUERTO BOYACA",3
"369","Cirugia General","2022/07","CONTRIBUTIVO","EPS017","F","PUERTO BOYACA",5
"370","Cirugia General","2022/07","CONTRIBUTIVO","EPS017","M","CIMITARRA (SANTANDER)",1
"371","Cirugia General","2022/07","CONTRIBUTIVO","EPS017","M","PUERTO BOYACA",4
"372","Cirugia General","2022/07","CONTRIBUTIVO","EPS037","F","PUERTO BOYACA",13
"373","Cirugia General","2022/07","CONTRIBUTIVO","EPS037","M","PUERTO BOYACA",9
"374","Cirugia General","2022/07","CONTRIBUTIVO","EPS037","M","PUERTO TRIUNFO (ANT)",1
"375","Cirugia General","2022/07","ESPECIAL","EMP014","F","ANTIOQUIA",1
"376","Cirugia General","2022/07","ESPECIAL","EMP014","F","PUERTO BOYACA",1
"377","Cirugia General","2022/07","ESPECIAL","RES003","F","PUERTO BOYACA",1
"378","Cirugia General","2022/07","ESPECIAL","RES004","F","PUERTO BOYACA",1
"379","Cirugia General","2022/07","Particular","PARTIC","F","PUERTO BOYACA",1
"380","Cirugia General","2022/07","Particular","PARTIC","M","PUERTO BOYACA",1
"381","Cirugia General","2022/07","SOAT Y ARL","13-24","M","PUERTO BOYACA",1
"382","Cirugia General","2022/07","SOAT Y ARL","FFD001","M","PUERTO BOYACA",1
"383","Cirugia General","2022/07","SUBSIDIADO","CCF090","F","PUERTO BOYACA",2
"384","Cirugia General","2022/07","SUBSIDIADO","EPS017","F","PUERTO BOYACA",14
"385","Cirugia General","2022/07","SUBSIDIADO","EPS017","M","PUERTO BOYACA",14
"386","Cirugia General","2022/07","SUBSIDIADO","EPS037","F","ANTIOQUIA",2
"387","Cirugia General","2022/07","SUBSIDIADO","EPS037","F","PUERTO BOYACA",90
"388","Cirugia General","2022/07","SUBSIDIADO","EPS037","F","PUERTO TRIUNFO (ANT)",1
"389","Cirugia General","2022/07","SUBSIDIADO","EPS037","M","PUERTO BOYACA",44
"390","Cirugia General","2022/07","SUBSIDIADO","EPS037","M","PUERTO TRIUNFO (ANT)",1
"391","Cirugia General","2022/07","SUBSIDIADO","EPSS40","F","PUERTO NARA (ANT)",1
"392","Cirugia General","2022/07","SUBSIDIADO","EPSS40","M","ANTIOQUIA",1
"393","Cirugia General","2022/07","SUBSIDIADO","ESS091","F","ANTIOQUIA",3
"394","Cirugia General","2022/07","SUBSIDIADO","ESS091","F","PUERTO BOYACA",13
"395","Cirugia General","2022/07","SUBSIDIADO","ESS091","M","PUERTO BOYACA",8
"396","Cirugia General","2022/07","VICUNLADO","15000","M","PUERTO BOYACA",1
"397","Cirugia General","2022/08","PARTICULAR","PARTIC","F","PUERTO BOYACA",1
"398","Cirugia General","2022/08","SOAT Y ARL","RP1429","M","BOGOTA",1
"399","Cirugia General","2022/08","SUBSIDIADO","CCF090","M","PUERTO BOYACA",1
"400","Cirugia General","2022/08","SUBSIDIADO","EPS005","M","PUERTO BOYACA",1
"401","Cirugia General","2022/08","SUBSIDIADO","EPS017","F","ANTIOQUIA",1
"402","Cirugia General","2022/08","SUBSIDIADO","EPS017","F","PUERTO BOYACA",30
"403","Cirugia General","2022/08","SUBSIDIADO","EPS017","F","PUERTO TRIUNFO (ANT)",3
"404","Cirugia General","2022/08","SUBSIDIADO","EPS017","M","PUERTO BOYACA",21
"405","Cirugia General","2022/08","SUBSIDIADO","EPS037","F","ANTIOQUIA",2
"406","Cirugia General","2022/08","SUBSIDIADO","EPS037","F","PUERTO BOYACA",56
"407","Cirugia General","2022/08","SUBSIDIADO","EPS037","F","PUERTO TRIUNFO (ANT)",1
"408","Cirugia General","2022/08","SUBSIDIADO","EPS037","M","ANTIOQUIA",3
"409","Cirugia General","2022/08","SUBSIDIADO","EPS037","M","PUERTO BOYACA",25
"410","Cirugia General","2022/08","SUBSIDIADO","EPS037","M","PUERTO TRIUNFO (ANT)",1
"411","Cirugia General","2022/08","SUBSIDIADO","ESS091","F","PUERTO BOYACA",9
"412","Cirugia General","2022/08","SUBSIDIADO","ESS091","M","ANTIOQUIA",1
"413","Cirugia General","2022/08","SUBSIDIADO","ESS091","M","PUERTO BOYACA",9
"414","Cirugia General","2022/08","SUBSIDIADO","ESS207","M","PUERTO BOYACA",1
"415","Cirugia General","2022/08","SUBSIDIADO","ESS233","F","ANTIOQUIA",1
"416","Cirugia General","2022/09","CONTRIBUTIVO","CCF090","F","ANTIOQUIA",1
"417","Cirugia General","2022/09","CONTRIBUTIVO","EPS017","F","ANTIOQUIA",1
"418","Cirugia General","2022/09","CONTRIBUTIVO","EPS017","F","PUERTO BOYACA",19
"419","Cirugia General","2022/09","CONTRIBUTIVO","EPS017","M","PUERTO BOYACA",17
"420","Cirugia General","2022/09","CONTRIBUTIVO","EPS037","F","PUERTO BOYACA",13
"421","Cirugia General","2022/09","CONTRIBUTIVO","EPS037","F","PUERTO NARA (ANT)",1
"422","Cirugia General","2022/09","CONTRIBUTIVO","EPS037","M","PUERTO BOYACA",16
"423","Cirugia General","2022/09","CONTRIBUTIVO","ESS091","F","PUERTO NARA (ANT)",1
"424","Cirugia General","2022/09","CONTRIBUTIVO","ESS091","M","PUERTO BOYACA",1
"425","Cirugia General","2022/09","ESPECIAL","EMP014","F","PUERTO BOYACA",4
"426","Cirugia General","2022/09","ESPECIAL","EMP014","M","PUERTO BOYACA",1
"427","Cirugia General","2022/09","ESPECIAL","RES004","F","PUERTO BOYACA",4
"428","Cirugia General","2022/09","ESPECIAL","RES004","M","PUERTO BOYACA",3
"429","Cirugia General","2022/09","SOAT Y ARL","1429","M","PUERTO TRIUNFO (ANT)",1
"430","Cirugia General","2022/09","SOAT Y ARL","AT1306","M","PUERTO BOYACA",1
"431","Cirugia General","2022/09","SUBSIDIADO","EPS005","F","PUERTO BOYACA",1
"432","Cirugia General","2022/09","SUBSIDIADO","EPS017","F","ANTIOQUIA",1
"433","Cirugia General","2022/09","SUBSIDIADO","EPS017","F","PUERTO BOYACA",15
"434","Cirugia General","2022/09","SUBSIDIADO","EPS017","M","PUERTO BOYACA",3
"435","Cirugia General","2022/09","SUBSIDIADO","EPS037","F","PUERTO BOYACA",42
"436","Cirugia General","2022/09","SUBSIDIADO","EPS037","F","PUERTO TRIUNFO (ANT)",3
"437","Cirugia General","2022/09","SUBSIDIADO","EPS037","M","ANTIOQUIA",1
"438","Cirugia General","2022/09","SUBSIDIADO","EPS037","M","PUERTO BOYACA",27
"439","Cirugia General","2022/09","SUBSIDIADO","EPS037","M","PUERTO TRIUNFO (ANT)",2
"440","Cirugia General","2022/09","SUBSIDIADO","ESS091","F","PUERTO BOYACA",12
"441","Cirugia General","2022/09","SUBSIDIADO","ESS091","F","PUERTO TRIUNFO (ANT)",1
"442","Cirugia General","2022/09","SUBSIDIADO","ESS091","M","ANTIOQUIA",1
"443","Cirugia General","2022/09","SUBSIDIADO","ESS091","M","PUERTO BOYACA",2
"444","Cirugia General","2022/10","CONTRIBUTIVO","ESS091","F","PUERTO BOYACA",3
"445","Cirugia General","2022/10","CONTRIBUTIVO","ESS091","M","PUERTO BOYACA",1
"446","Cirugia General","2022/10","SUBSIDIADO","CCF090","F","PTO BOYACA",1
"447","Cirugia General","2022/10","SUBSIDIADO","CCF090","F","PUERTO BOYACA",2
"448","Cirugia General","2022/10","SUBSIDIADO","EPS040","M","PUERTO BOYACA",1
"449","Cirugia General","2022/10","SUBSIDIADO","ESS091","F","PUERTO BOY",1
"450","Cirugia General","2022/10","SUBSIDIADO","ESS091","F","PUERTO BOYACA",5
"451","Cirugia General","2022/10","SUBSIDIADO","ESS091","M","PTO BOYACA",1
"452","Cirugia General","2022/10","SUBSIDIADO","ESS091","M","PUERTO BOYACA",12
"453","Cirugia General","2022/10","SUBSIDIADO","ESS233","F","PUERTO BOYACA",1
"454","Citologia","2022/01","CONTRIBUTIVO","EPS010","F","PUERTO BOYACA",1
"455","Citologia","2022/01","CONTRIBUTIVO","EPS017","F","PUERTO BOYACA",21
"456","Citologia","2022/01","CONTRIBUTIVO","EPS017","F","PUERTO TRIUNFO (ANT)",1
"457","Citologia","2022/01","CONTRIBUTIVO","EPS037","F","ANTIOQUIA",3
"458","Citologia","2022/01","CONTRIBUTIVO","EPS037","F","BARRANCABERMEJA",1
"459","Citologia","2022/01","CONTRIBUTIVO","EPS037","F","PUERTO BOYACA",123
"460","Citologia","2022/01","CONTRIBUTIVO","EPS037","F","PUERTO NARA (ANT)",1
"461","Citologia","2022/01","CONTRIBUTIVO","EPS037","F","PUERTO TRIUNFO (ANT)",3
"462","Citologia","2022/01","CONTRIBUTIVO","EPS044","F","PUERTO BOYACA",1
"463","Citologia","2022/01","SUBSIDIADO","EPS010","F","PUERTO BOYACA",2
"464","Citologia","2022/01","SUBSIDIADO","EPS017","F","PUERTO BOYACA",17
"465","Citologia","2022/01","SUBSIDIADO","EPS022","F","PUERTO BOYACA",1
"466","Citologia","2022/01","SUBSIDIADO","EPS033","F","PUERTO BOYACA",1
"467","Citologia","2022/01","SUBSIDIADO","EPS044","F","PUERTO BOYACA",1
"468","Citologia","2022/01","SUBSIDIADO","EPSS40","F","PUERTO BOYACA",1
"469","Citologia","2022/01","SUBSIDIADO","ESS091","F","PUERTO BOYACA",52
"470","Citologia","2022/01","SUBSIDIADO","ESS233","F","PUERTO BOYACA",4
"471","Citologia","2022/02","CONTRIBUTIVO","CCF090","F","ANTIOQUIA",1
"472","Citologia","2022/02","CONTRIBUTIVO","EPS017","F","PUERTO BOYACA",26
"473","Citologia","2022/02","CONTRIBUTIVO","EPS037","F","ANTIOQUIA",2
"474","Citologia","2022/02","CONTRIBUTIVO","EPS037","F","PUERTO BOYACA",49
"475","Citologia","2022/02","CONTRIBUTIVO","EPS037","F","PUERTO TRIUNFO (ANT)",3
"476","Citologia","2022/02","CONTRIBUTIVO","EPS037","M","PUERTO BOYACA",1
"477","Citologia","2022/02","CONTRIBUTIVO","ESS091","F","PUERTO BOYACA",2
"478","Citologia","2022/02","ESPECIAL","RES001","F","PUERTO BOYACA",1
"479","Citologia","2022/02","PARTICULAR","PARTIC","F","PUERTO BOYACA",1
"480","Citologia","2022/02","SUBSIDIADO","CCF090","F","PUERTO BOYACA",9
"481","Citologia","2022/02","SUBSIDIADO","EPS017","F","PUERTO BOYACA",11
"482","Citologia","2022/02","SUBSIDIADO","EPS037","F","ANTIOQUIA",1
"483","Citologia","2022/02","SUBSIDIADO","EPS037","F","PUERTO BOYACA",129
"484","Citologia","2022/02","SUBSIDIADO","EPS037","F","PUERTO TRIUNFO (ANT)",1
"485","Citologia","2022/02","SUBSIDIADO","ESS091","F","PUERTO BOYACA",53
"486","Citologia","2022/02","VICUNLADO","15000","F","PUERTO BOYACA",1
"487","Citologia","2022/03","ESPECIAL","RES001","F","PUERTO BOYACA",1
"488","Citologia","2022/03","ESPECIAL","RES001","M","PUERTO BOYACA",1
"489","Citologia","2022/03","PARTICULAR","PARTIC","F","PUERTO BOYACA",2
"490","Citologia","2022/03","SOAT Y ARL","AT1317","F","PUERTO BOYACA",1
"491","Citologia","2022/03","SUBSIDIADO","CCF006","F","PUERTO BOYACA",1
"492","Citologia","2022/03","SUBSIDIADO","CCF090","F","ANTIOQUIA",1
"493","Citologia","2022/03","SUBSIDIADO","CCF090","F","PUERTO BOYACA",2
"494","Citologia","2022/03","SUBSIDIADO","EPS010","F","PUERTO BOYACA",1
"495","Citologia","2022/03","SUBSIDIADO","EPS017","F","ANTIOQUIA",2
"496","Citologia","2022/03","SUBSIDIADO","EPS017","F","PUERTO BOYACA",39
"497","Citologia","2022/03","SUBSIDIADO","EPS017","F","PUERTO TRIUNFO (ANT)",1
"498","Citologia","2022/03","SUBSIDIADO","EPS037","F","ANTIOQUIA",4
"499","Citologia","2022/03","SUBSIDIADO","EPS037","F","BOGOTA",1
"500","Citologia","2022/03","SUBSIDIADO","EPS037","F","PUERTO BOYACA",196
"501","Citologia","2022/03","SUBSIDIADO","EPS037","F","PUERTO TRIUNFO (ANT)",6
"502","Citologia","2022/03","SUBSIDIADO","ESS024","F","PUERTO BOYACA",1
"503","Citologia","2022/03","SUBSIDIADO","ESS053","F","PUERTO BOYACA",1
"504","Citologia","2022/03","SUBSIDIADO","ESS091","F","ANTIOQUIA",1
"505","Citologia","2022/03","SUBSIDIADO","ESS091","F","PUERTO BOYACA",36
"506","Citologia","2022/03","SUBSIDIADO","ESS091","F","PUERTO TRIUNFO (ANT)",2
"507","Citologia","2022/03","SUBSIDIADO","ESS091","F","TUNJA",1
"508","Citologia","2022/03","SUBSIDIADO","ESS207","F","PUERTO BOYACA",1
"509","Citologia","2022/03","VICUNLADO","15000","M","PUERTO BOYACA",1
"510","Citologia","2022/04","CONTRIBUTIVO","CCF090","F","PUERTO BOYACA",3
"511","Citologia","2022/04","CONTRIBUTIVO","EPS017","F","PUERTO BOYACA",5
"512","Citologia","2022/04","CONTRIBUTIVO","EPS037","F","ANTIOQUIA",2
"513","Citologia","2022/04","CONTRIBUTIVO","EPS037","F","CIMITARRA (SANTANDER)",1
"514","Citologia","2022/04","CONTRIBUTIVO","EPS037","F","PUERTO BOYACA",52
"515","Citologia","2022/04","CONTRIBUTIVO","EPS037","F","PUERTO TRIUNFO (ANT)",1
"516","Citologia","2022/04","PARTICULAR","PARTIC","F","PUERTO BOYACA",1
"517","Citologia","2022/04","PARTICULAR","PARTIC","F","PUERTO NARA (ANT)",1
"518","Citologia","2022/04","SUBSIDIADO","CCF090","F","PUERTO BOYACA",5
"519","Citologia","2022/04","SUBSIDIADO","CCF121","F","PUERTO TRIUNFO (ANT)",1
"520","Citologia","2022/04","SUBSIDIADO","EPS037","F","CIMITARRA (SANTANDER)",1
"521","Citologia","2022/04","SUBSIDIADO","EPS037","F","PUERTO BOYACA",148
"522","Citologia","2022/04","SUBSIDIADO","EPS037","F","PUERTO NARA (ANT)",1
"523","Citologia","2022/04","SUBSIDIADO","EPS037","F","PUERTO TRIUNFO (ANT)",1
"524","Citologia","2022/04","SUBSIDIADO","ESS091","F","PUERTO BOYACA",47
"525","Citologia","2022/05","CONTRIBUTIVO","CCF090","F","PUERTO BOYACA",1
"526","Citologia","2022/05","CONTRIBUTIVO","EPS037","F","PUERTO BOYACA",26
"527","Citologia","2022/05","CONTRIBUTIVO","EPS044","F","PUERTO BOYACA",1
"528","Citologia","2022/05","ESPECIAL","FMC01","F","PUERTO BOYACA",1
"529","Citologia","2022/05","PARTICULAR","PARTIC","F","PUERTO BOYACA",3
"530","Citologia","2022/05","SOAT Y ARL","AT13O9","F","PUERTO BOYACA",1
"531","Citologia","2022/05","SUBSIDIADO","CCF002","F","ANTIOQUIA",1
"532","Citologia","2022/05","SUBSIDIADO","CCF090","F","PUERTO BOYACA",4
"533","Citologia","2022/05","SUBSIDIADO","EPS003","F","PUERTO BOYACA",1
"534","Citologia","2022/05","SUBSIDIADO","EPS013","F","PUERTO BOYACA",3
"535","Citologia","2022/05","SUBSIDIADO","EPS020","F","PUERTO BOYACA",1
"536","Citologia","2022/05","SUBSIDIADO","EPS033","F","PUERTO BOYACA",2
"537","Citologia","2022/05","SUBSIDIADO","EPS037","F","ANTIOQUIA",7
"538","Citologia","2022/05","SUBSIDIADO","EPS037","F","LA DORADA (CALDAS)",1
"539","Citologia","2022/05","SUBSIDIADO","EPS037","F","OTANCHE",2
"540","Citologia","2022/05","SUBSIDIADO","EPS037","F","PUERTO BOYACA",381
"541","Citologia","2022/05","SUBSIDIADO","EPS037","F","PUERTO TRIUNFO (ANT)",1
"542","Citologia","2022/05","SUBSIDIADO","EPS037","M","PUERTO BOYACA",1
"543","Citologia","2022/05","SUBSIDIADO","EPS044","F","PUERTO BOYACA",3
"544","Citologia","2022/05","SUBSIDIADO","ESS091","F","PUERTO BOYACA",50
"545","Citologia","2022/05","SUBSIDIADO","ESS232","F","PUERTO BOYACA",12
"546","Citologia","2022/05","SUBSIDIADO","ESS233","F","PUERTO BOYACA",2
"547","Citologia","2022/05","VICUNLADO","15000","F","ANTIOQUIA",1
"548","Citologia","2022/05","VICUNLADO","15000","F","PUERTO BOYACA",3
"549","Citologia","2022/06","CONTRIBUTIVO","EPS010","F","PUERTO BOYACA",1
"550","Citologia","2022/06","CONTRIBUTIVO","EPS037","F","ANTIOQUIA",1
"551","Citologia","2022/06","CONTRIBUTIVO","EPS037","F","PUERTO BOYACA",30
"552","Citologia","2022/06","CONTRIBUTIVO","EPS037","F","PUERTO TRIUNFO (ANT)",2
"553","Citologia","2022/06","CONTRIBUTIVO","ESS091","F","PUERTO BOYACA",2
"554","Citologia","2022/06","PARTICULAR","PARTIC","F","PUERTO BOYACA",1
"555","Citologia","2022/06","SUBSIDIADO","CCF090","F","PUERTO BOYACA",4
"556","Citologia","2022/06","SUBSIDIADO","EPS037","F","ANTIOQUIA",3
"557","Citologia","2022/06","SUBSIDIADO","EPS037","F","PUERTO BOYACA",99
"558","Citologia","2022/06","SUBSIDIADO","EPS037","F","PUERTO NARA (ANT)",1
"559","Citologia","2022/06","SUBSIDIADO","EPS037","F","PUERTO TRIUNFO (ANT)",1
"560","Citologia","2022/06","SUBSIDIADO","EPS044","F","PUERTO BOYACA",1
"561","Citologia","2022/06","SUBSIDIADO","ESS091","F","PUERTO BOYACA",37
"562","Citologia","2022/06","SUBSIDIADO","ESS233","F","PUERTO BOYACA",1
"563","Citologia","2022/07","CONTRIBUTIVO","EPS008","F","PUERTO BOYACA",1
"564","Citologia","2022/07","CONTRIBUTIVO","EPS017","F","PUERTO BOYACA",1
"565","Citologia","2022/07","CONTRIBUTIVO","EPS037","F","ANTIOQUIA",2
"566","Citologia","2022/07","CONTRIBUTIVO","EPS037","F","PUERTO BOYACA",37
"567","Citologia","2022/07","Particular","PARTIC","F","ANTIOQUIA",1
"568","Citologia","2022/07","Particular","PARTIC","F","PUERTO BOYACA",2
"569","Citologia","2022/07","SUBSIDIADO","CCF090","F","PUERTO BOYACA",6
"570","Citologia","2022/07","SUBSIDIADO","EPS037","F","ANTIOQUIA",2
"571","Citologia","2022/07","SUBSIDIADO","EPS037","F","PUERTO BOYACA",112
"572","Citologia","2022/07","SUBSIDIADO","EPS037","M","PUERTO BOYACA",2
"573","Citologia","2022/07","SUBSIDIADO","EPS040","F","PUERTO BOYACA",1
"574","Citologia","2022/07","SUBSIDIADO","ESS091","F","PUERTO BOYACA",55
"575","Citologia","2022/07","SUBSIDIADO","ESS091","F","SAN FERNANDO",1
"576","Citologia","2022/08","CONTRIBUTIVO","EPS037","F","PUERTO BOYACA",1
"577","Citologia","2022/08","PARTICULAR","PARTIC","F","PUERTO BOYACA",1
"578","Citologia","2022/08","SOAT Y ARL","FON001","F","PUERTO BOYACA",1
"579","Citologia","2022/08","SUBSIDIADO","CCF090","F","PUERTO BOYACA",9
"580","Citologia","2022/08","SUBSIDIADO","EPS008","F","PUERTO BOYACA",1
